Episode,Reward,Steps,Epsilon,Avg_Reward,Avg_Steps,Timestamp
1,79.30000000000054,609,0.25450776877280124,79.30000000000054,609.0,2025-03-26 23:52:45
2,33.099999999999774,301,0.11939502647758558,56.20000000000016,455.0,2025-03-26 23:52:48
3,22.399999999999878,227,0.06742445445908266,44.933333333333394,379.0,2025-03-26 23:52:50
4,22.399999999999878,227,0.00998645168764533,44.933333333333394,379.0,2025-03-26 23:52:59
1,75.8500000000004,586,0.2702863258025825,75.8500000000004,586.0,2025-03-26 23:58:50
2,16.299999999999933,187,0.16873052768933355,46.07500000000017,386.5,2025-03-26 23:58:52
3,148.10000000000275,1000,0.013763663225419333,80.08333333333437,591.0,2025-03-26 23:59:03
4,39.249999999999716,338,0.00998645168764533,69.87500000000071,527.75,2025-03-26 23:59:06
5,148.10000000000275,1000,0.00998645168764533,85.52000000000112,622.2,2025-03-26 23:59:17
6,10.40000000000002,205,0.00998645168764533,73.00000000000094,552.6666666666666,2025-03-26 23:59:19
7,144.15000000000256,1000,0.00998645168764533,83.16428571428688,616.5714285714286,2025-03-26 23:59:29
8,31.149999999999793,288,0.00998645168764533,76.66250000000099,575.5,2025-03-26 23:59:32
9,50.149999999999615,412,0.00998645168764533,73.7166666666675,557.3333333333334,2025-03-26 23:59:36
10,13.599999999999959,171,0.00998645168764533,67.70500000000075,518.7,2025-03-26 23:59:38
11,18.099999999999916,201,0.00998645168764533,63.19545454545521,489.8181818181818,2025-03-26 23:59:40
12,18.099999999999916,201,0.00998645168764533,63.19545454545521,489.8181818181818,2025-03-26 23:59:44
1,104.4500000000015,774,0.16873052768933355,104.4500000000015,774.0,2025-03-27 01:45:43
2,21.099999999999888,221,0.09672876157528969,62.77500000000069,497.5,2025-03-27 01:45:45
3,148.55000000000277,1000,0.00998645168764533,91.36666666666804,665.0,2025-03-27 01:45:58
4,57.79999999999973,463,0.00998645168764533,82.97500000000096,614.5,2025-03-27 01:46:04
5,66.85000000000005,576,0.00998645168764533,79.75000000000077,606.8,2025-03-27 01:46:11
6,148.50000000000279,1000,0.00998645168764533,91.20833333333444,672.3333333333334,2025-03-27 01:46:24
7,144.55000000000257,1000,0.00998645168764533,98.82857142857274,719.1428571428571,2025-03-27 01:46:37
8,148.10000000000275,1000,0.00998645168764533,104.9875000000015,754.25,2025-03-27 01:46:50
9,45.34999999999966,380,0.00998645168764533,98.36111111111241,712.6666666666666,2025-03-27 01:46:55
10,148.9000000000028,1000,0.00998645168764533,103.41500000000144,741.4,2025-03-27 01:47:07
11,61.949999999999875,488,0.00998645168764533,99.64545454545583,718.3636363636364,2025-03-27 01:47:13
12,28.599999999999817,271,0.00998645168764533,93.72500000000117,681.0833333333334,2025-03-27 01:47:17
13,148.70000000000277,1000,0.00998645168764533,97.95384615384745,705.6153846153846,2025-03-27 01:47:30
14,148.50000000000279,1000,0.00998645168764533,101.56428571428712,726.6428571428571,2025-03-27 01:47:42
15,147.90000000000276,1000,0.00998645168764533,104.65333333333483,744.8666666666667,2025-03-27 01:47:54
16,148.10000000000275,1000,0.00998645168764533,107.36875000000157,760.8125,2025-03-27 01:48:07
17,86.90000000000083,657,0.00998645168764533,106.16470588235447,754.7058823529412,2025-03-27 01:48:15
18,148.50000000000279,1000,0.00998645168764533,108.51666666666826,768.3333333333334,2025-03-27 01:48:28
19,148.10000000000275,1000,0.00998645168764533,110.60000000000166,780.5263157894736,2025-03-27 01:48:41
20,10.40000000000002,205,0.00998645168764533,105.59000000000158,751.75,2025-03-27 01:48:43
21,148.50000000000279,1000,0.00998645168764533,107.63333333333496,763.5714285714286,2025-03-27 01:48:56
22,148.30000000000277,1000,0.00998645168764533,109.48181818181988,774.3181818181819,2025-03-27 01:49:09
23,57.849999999999724,466,0.00998645168764533,107.23695652174074,760.9130434782609,2025-03-27 01:49:15
24,148.10000000000275,1000,0.00998645168764533,108.939583333335,770.875,2025-03-27 01:49:28
25,148.10000000000275,1000,0.00998645168764533,110.50600000000169,780.04,2025-03-27 01:49:41
26,113.95000000000185,840,0.00998645168764533,110.63846153846323,782.3461538461538,2025-03-27 01:49:52
27,148.50000000000279,1000,0.00998645168764533,112.04074074074248,790.4074074074074,2025-03-27 01:50:05
28,148.10000000000275,1000,0.00998645168764533,113.3285714285732,797.8928571428571,2025-03-27 01:50:17
29,22.89999999999987,233,0.00998645168764533,110.21034482758792,778.4137931034483,2025-03-27 01:50:20
30,22.89999999999987,233,0.00998645168764533,110.21034482758792,778.4137931034483,2025-03-27 01:50:31
1,129.50000000000244,941,0.11074712159185099,129.50000000000244,941.0,2025-03-27 01:50:56
2,63.34999999999992,498,0.03178919665971424,96.42500000000118,719.5,2025-03-27 01:51:03
3,109.30000000000167,809,0.00998645168764533,100.716666666668,749.3333333333334,2025-03-27 01:51:13
4,148.10000000000275,1000,0.00998645168764533,112.56250000000169,812.0,2025-03-27 01:51:26
5,78.2000000000005,599,0.00998645168764533,105.69000000000146,769.4,2025-03-27 01:51:34
6,78.2000000000005,599,0.00998645168764533,105.69000000000146,769.4,2025-03-27 01:51:43
7,148.50000000000279,1000,0.09576389217857617,112.82500000000168,807.8333333333334,2025-03-27 02:09:37
8,148.10000000000275,1000,0.00998645168764533,117.86428571428755,835.2857142857143,2025-03-27 02:09:50
9,148.9000000000028,1000,0.00998645168764533,121.74375000000197,855.875,2025-03-27 02:10:03
10,148.9000000000028,1000,0.00998645168764533,121.74375000000197,855.875,2025-03-27 02:10:04
11,70.58000000000003,481,0.3507711574848344,116.05888888889064,814.2222222222222,2025-03-27 02:23:22
12,44.27000000000019,196,0.21462770857094118,108.88000000000159,752.4,2025-03-27 02:23:24
13,61.01000000000009,231,0.11999500148501063,104.52818181818326,705.0,2025-03-27 02:23:27
14,57.220000000000155,217,0.06948306326589085,100.58583333333468,664.3333333333334,2025-03-27 02:23:30
15,48.65000000000016,174,0.044924885780066794,96.59076923077048,626.6153846153846,2025-03-27 02:23:32
16,94.98999999999951,304,0.020969846670345987,96.4764285714297,603.5714285714286,2025-03-27 02:23:36
17,52.52000000000018,183,0.013222655514775413,93.54600000000106,575.5333333333333,2025-03-27 02:23:38
18,60.180000000000064,206,0.00998645168764533,91.46062500000099,552.4375,2025-03-27 02:23:41
19,61.230000000000075,208,0.00998645168764533,89.6823529411774,532.1764705882352,2025-03-27 02:23:43
20,48.13000000000016,170,0.00998645168764533,87.37388888888978,512.0555555555555,2025-03-27 02:23:46
21,66.51999999999998,223,0.00998645168764533,86.27631578947452,496.8421052631579,2025-03-27 02:23:48
22,100.84999999999943,322,0.00998645168764533,87.00500000000076,488.1,2025-03-27 02:23:53
23,100.84999999999943,322,0.00998645168764533,87.00500000000076,488.1,2025-03-27 02:23:53
100,39.300000000000125,145,0.00998645168764533,72.09051546391761,297.69072164948454,2025-03-27 02:34:16
200,65.15,220,0.00998645168764533,62.66059999999997,215.79,2025-03-27 02:38:47
300,81.26999999999977,276,0.00998645168764533,63.83809999999997,224.38,2025-03-27 02:43:29
400,59.740000000000094,207,0.00998645168764533,81.53079999999953,336.85,2025-03-27 02:50:28
500,64.13999999999997,218,0.00998645168764533,73.42699999999964,284.21,2025-03-27 02:56:23
600,69.10999999999994,228,0.00998645168764533,64.56289999999994,220.91,2025-03-27 03:01:00
700,73.00999999999989,246,0.00998645168764533,65.07209999999995,224.07,2025-03-27 03:05:41
800,48.30000000000017,173,0.00998645168764533,74.65699999999961,304.93,2025-03-27 03:12:03
900,46.83000000000021,188,0.00998645168764533,74.4489999999997,301.25,2025-03-27 03:18:20
1000,52.43000000000034,244,0.00998645168764533,71.02499999999972,279.6,2025-03-27 03:24:07
1100,68.90999999999997,240,0.00998645168764533,72.11939999999973,295.46,2025-03-27 03:30:16
1200,165.30999999999847,540,0.00998645168764533,81.81499999999943,361.81,2025-03-27 03:37:48
1300,76.11999999999983,251,0.00998645168764533,86.19479999999919,393.44,2025-03-27 03:45:59
1400,64.98000000000003,229,0.00998645168764533,66.00309999999989,236.0,2025-03-27 03:50:53
1500,69.96999999999993,234,0.00998645168764533,71.2263999999997,288.63,2025-03-27 03:56:54
1600,50.800000000000196,187,0.00998645168764533,76.10889999999955,317.72,2025-03-27 04:03:31
1700,52.31000000000018,180,0.00998645168764533,80.20729999999946,345.03,2025-03-27 04:10:42
1800,57.69000000000017,234,0.00998645168764533,73.66439999999965,302.88,2025-03-27 04:17:01
1900,57.63000000000012,196,0.00998645168764533,80.99279999999949,357.7,2025-03-27 04:24:27
2000,45.51000000000016,164,0.00998645168764533,75.0716999999997,289.38,2025-03-27 04:30:27
2100,50.340000000000174,177,0.00998645168764533,80.63269999999937,346.67,2025-03-27 04:37:39
2200,39.680000000000234,183,0.00998645168764533,88.04659999999917,434.35,2025-03-27 04:46:42
2300,37.420000000000215,173,0.00998645168764533,81.60619999999936,383.37,2025-03-27 04:54:41
2400,56.080000000000155,191,0.00998645168764533,78.49869999999959,318.53,2025-03-27 05:01:20
2500,83.66999999999972,272,0.00998645168764533,74.30369999999967,287.28,2025-03-27 05:07:20
2600,31.680000000000135,135,0.00998645168764533,74.82159999999955,316.7,2025-03-27 05:13:57
2700,179.29999999999683,1000,0.00998645168764533,79.48899999999954,343.2,2025-03-27 05:21:05
2800,64.60000000000001,215,0.00998645168764533,71.77099999999972,300.12,2025-03-27 05:27:22
2900,41.81000000000015,158,0.00998645168764533,71.67669999999977,263.36,2025-03-27 05:32:52
3000,80.22999999999976,260,0.00998645168764533,59.20050000000002,209.25,2025-03-27 05:37:16
3100,94.24999999999953,302,0.00998645168764533,65.07770000000001,288.32,2025-03-27 05:43:16
3200,58.870000000000104,200,0.00998645168764533,72.01589999999966,295.78,2025-03-27 05:49:26
3300,65.73000000000002,234,0.00998645168764533,76.65759999999959,324.82,2025-03-27 05:56:11
3400,71.8299999999999,236,0.00998645168764533,64.35739999999993,235.7,2025-03-27 06:01:07
3500,44.25000000000014,158,0.00998645168764533,62.37209999999999,215.75,2025-03-27 06:05:38
3600,86.65999999999966,281,0.00998645168764533,75.99079999999964,304.77,2025-03-27 06:12:00
3700,50.24000000000017,175,0.00998645168764533,75.82979999999964,306.16,2025-03-27 06:18:24
3800,87.3199999999997,311,0.00998645168764533,67.85659999999979,282.42,2025-03-27 06:24:18
3900,73.08999999999988,246,0.00998645168764533,60.570700000000016,218.53,2025-03-27 06:28:52
4000,42.50000000000014,153,0.00998645168764533,63.536599999999964,225.96,2025-03-27 06:33:36
4100,50.72000000000017,175,0.00998645168764533,77.58999999999953,319.68,2025-03-27 06:40:16
4200,139.5699999999983,778,0.00998645168764533,72.86229999999966,297.7,2025-03-27 06:46:29
4300,64.38000000000004,229,0.00998645168764533,67.07069999999985,261.76,2025-03-27 06:51:57
4400,62.310000000000045,208,0.00998645168764533,67.12939999999982,246.19,2025-03-27 06:57:07
4500,92.5299999999997,382,0.00998645168764533,83.06649999999931,347.09,2025-03-27 07:04:18
4600,67.65999999999997,225,0.00998645168764533,66.6255999999999,239.23,2025-03-27 07:09:20
4700,26.960000000000136,142,0.00998645168764533,79.15969999999949,343.65,2025-03-27 07:16:29
4800,200.17999999999535,1000,0.00998645168764533,85.35199999999924,395.27,2025-03-27 07:24:43
4900,30.48000000000016,143,0.00998645168764533,82.90359999999933,367.44,2025-03-27 07:32:21
5000,48.11000000000024,200,0.00998645168764533,79.85229999999949,345.85,2025-03-27 07:39:34
5000,48.11000000000024,200,0.00998645168764533,79.85229999999949,345.85,2025-03-27 07:39:34
5001,48.11000000000024,200,1.0,79.85229999999949,345.85,2025-03-27 08:53:24
5012,55.81000000000026,234,0.00998645168764533,75.46749999999962,327.56,2025-03-27 08:54:26
5017,52.6800000000002,203,0.06810378976195819,75.21629999999962,329.75,2025-03-27 08:56:03
6000,57.02000000000014,197,0.00998645168764533,65.80399999999992,235.12,2025-03-27 09:46:04
7000,52.42000000000017,181,0.00998645168764533,74.58959999999958,305.52,2025-03-27 10:50:16
8000,182.87999999999542,923,0.00998645168764533,71.57329999999966,292.46,2025-03-27 11:53:29
9000,189.85999999999603,1000,0.00998645168764533,65.82569999999978,270.83,2025-03-27 12:54:31
10000,59.860000000000056,206,0.00998645168764533,65.34819999999993,220.75,2025-03-27 13:48:43
11000,65.91999999999999,219,0.00998645168764533,69.8054999999999,236.16,2025-03-27 14:34:02
12000,171.69999999999735,1000,0.00998645168764533,59.254399999999976,220.31,2025-03-27 15:20:17
13000,85.18999999999969,276,0.00998645168764533,63.70749999999996,217.88,2025-03-27 16:13:14
14000,33.680000000000106,127,0.00998645168764533,66.87189999999993,224.79,2025-03-27 16:58:52
15000,53.970000000000184,186,0.00998645168764533,65.13799999999993,221.71,2025-03-27 17:45:03
16000,50.78000000000017,177,0.00998645168764533,64.53509999999994,217.15,2025-03-27 18:30:41
17000,52.57000000000018,182,0.00998645168764533,63.73749999999995,215.87,2025-03-27 19:16:08
18000,42.42000000000014,153,0.00998645168764533,64.49259999999995,219.98,2025-03-27 20:05:19
19000,69.67999999999991,233,0.00998645168764533,64.81849999999996,220.54,2025-03-27 20:54:10
20000,76.35999999999981,251,0.00998645168764533,67.85089999999985,250.11,2025-03-27 21:55:09
20987,72.24999999999989,238,0.00998645168764533,68.85679999999978,267.3,2025-03-27 22:52:43
